Experiment,Range,Pass,Pedigree,Shed GDU,Silk GDU,PLTHT (cm),EARHT (cm)
Release_Obs,5,3,GEMN-0178,1552,1570,305,109
Release_Obs,5,4,GEMN-0272,1501,1476,287,97
Release_Obs,5,5,PH05F,1423,1423,251,76
Release_Obs,5,6,GEMN-0287,1624,1602,312,119
Release_Obs,5,7,GEMN-0309,1476,1476,259,94
Release_Obs,5,8,GEMN-0310,1570,1586,310,160
Release_Obs,5,9,GEMN-0317,1423,1449,274,107
Release_Obs,5,10,GEMN-0318,1423,1449,282,99
Release_Obs,5,11,PH24E,1396,1423,234,104
Release_Obs,5,12,GEMN-0319,1552,1570,267,107
Release_Obs,5,13,GEMN-0325,1449,1449,267,89
Release_Obs,5,14,GEMN-0337,1586,1570,302,127
Release_Obs,5,15,GEMN-0342,1681,1651,244,94
Release_Obs,5,16,GEMN-0343,1527,1552,262,112
Release_Obs,5,17,GEMS-0293,1681,1710,244,124
Release_Obs,5,18,GEMS-0298,1423,1423,274,86
Release_Obs,6,3,GEMS-0322,1552,1570,211,71
Release_Obs,6,4,GEMS-0321,1651,1710,292,119
Release_Obs,6,5,GEMS-0320,1681,1710,262,135
Release_Obs,6,6,GEMS-0316,1369,1346,218,61
Release_Obs,6,7,GEMS-0315,1449,1476,229,66
Release_Obs,6,8,GEMS-0314,1449,1423,274,104
Release_Obs,6,9,GEMS-0313,1423,1449,249,79
Release_Obs,6,10,GEMS-0312,1570,1570,305,119
Release_Obs,6,11,01INL1,1449,1476,218,58
Release_Obs,6,12,GEMS-0311,1651,1710,279,114
Release_Obs,6,13,GEMS-0308,1476,1476,236,84
Release_Obs,6,14,GEMS-0307,1552,1570,226,76
Release_Obs,6,15,GEMS-0306,1449,1476,249,81
Release_Obs,6,16,MBWZ,1527,1570,244,91
Release_Obs,6,17,GEMS-0304,1423,1396,188,71
Release_Obs,6,18,GEMS-0303,1449,1423,254,69
Release_Obs,7,3,GEMS-0323,1423,1449,239,76
Release_Obs,7,4,90DJD28,1423,1449,269,86
Release_Obs,7,5,GEMS-0324,1476,1501,264,89
Release_Obs,7,6,GEMS-0327,1346,1396,236,66
Release_Obs,7,7,GEMS-0328,1423,1423,236,69
Release_Obs,7,8,GEMS-0329,1476,1501,287,112
Release_Obs,7,9,GEMS-0338,1570,1552,262,97
Release_Obs,7,10,GEMS-0339,1602,1624,246,91
Release_Obs,7,11,GEMS-0340,1476,1501,269,109
Release_Obs,7,12,GEMS-0341,1369,1369,221,74
Release_Obs,7,13,GEMS-0324,1476,1501,262,81
Release_Obs,7,14,GEMS-0314,1423,1423,284,91
Release_Obs,7,15,PH24E,1423,1449,244,86
Release_Obs,7,16,GEMS-0329,1476,1501,279,94
Release_Obs,7,17,GEMS-0313,1476,1501,249,89
Release_Obs,7,18,GEMS-0341,1369,1369,216,74
Release_Obs,8,3,GEMS-0316,1369,1346,234,76
Release_Obs,8,4,GEMS-0315,1423,1449,239,64
Release_Obs,8,5,GEMS-0298,1423,1449,264,74
Release_Obs,8,6,MBWZ,1476,1527,246,76
Release_Obs,8,7,GEMS-0321,1624,1710,284,137
Release_Obs,8,8,GEMN-0310,1586,1586,284,132
Release_Obs,8,9,GEMS-0340,1476,1501,269,91
Release_Obs,8,10,GEMN-0272,1527,1527,290,94
Release_Obs,8,11,GEMS-0311,1651,1710,300,124
Release_Obs,8,12,GEMN-0319,1527,1552,254,124
Release_Obs,8,13,GEMN-0317,1423,1449,264,97
Release_Obs,8,14,GEMS-0293,1651,1602,244,124
Release_Obs,8,15,GEMN-0318,1423,1449,267,89
Release_Obs,8,16,GEMS-0327,1369,1369,231,64
Release_Obs,8,17,GEMN-0309,1396,1396,234,99
Release_Obs,8,18,01INL1,1423,1423,216,56
Release_Obs,9,3,GEMN-0342,1651,1624,236,107
Release_Obs,9,4,GEMS-0320,1651,1710,267,122
Release_Obs,9,5,PH05F,1449,1476,251,84
Release_Obs,9,6,GEMS-0339,1501,1552,236,84
Release_Obs,9,7,GEMN-0287,1681,1735,320,140
Release_Obs,9,8,GEMS-0312,1586,1602,290,127
Release_Obs,9,9,GEMS-0338,1602,1602,274,99
Release_Obs,9,10,GEMN-0343,1552,1552,277,84
Release_Obs,9,11,GEMN-0337,1586,1570,284,122
Release_Obs,9,12,GEMN-0325,1449,1476,262,109
Release_Obs,9,13,GEMS-0304,1369,1369,175,64
Release_Obs,9,14,GEMS-0322,1501,1527,241,99
Release_Obs,9,15,GEMS-0328,1396,1396,234,66
Release_Obs,9,16,GEMS-0308,1449,1476,254,99
Release_Obs,9,17,GEMS-0306,1476,1501,259,97
Release_Obs,9,18,GEMS-0307,1552,1552,229,97
Release_Obs,10,15,90DJD28,1449,1449,262,84
Release_Obs,10,16,GEMS-0303,1449,1449,251,69
Release_Obs,10,17,GEMN-0178,1570,1586,282,127
Release_Obs,10,18,GEMS-0323,1423,1449,246,89
BcObs_CL,13,3,01DHD10//(GEMS-0115/MDS3501-B)/GEMS-0323,1322,1346,249,89
BcObs_CL,13,4,WDHQ11//(GEMS-0115/MDS3501-B)/GEMS-0323,1369,1369,307,122
BcObs_CL,13,5,90DJD28//(GEMS-0115/MDS3501-B)/GEMS-0323,1423,1396,290,97
BcObs_CL,13,6,01DIB2//(GEMS-0115/MDS3501-B)/GEMS-0323,1297,1272,284,102
BcObs_CL,13,7,PH080//(GEMS-0115/MDS3501-B)/GEMS-0323,1449,1449,318,119
BcObs_CL,13,8,01DIB2//(GEMS-0115/MDS3501-B)/GEMS-0327,1322,1297,264,104
BcObs_CL,13,9,PH080//(GEMS-0115/MDS3501-B)/GEMS-0327,1322,1322,284,102
BcObs_CL,13,10,PH09B//(GEMS-0115/MDS3501-B)/GEMS-0327,1369,1423,302,140
BcObs_CL,13,11,LH239//(GEMS-0115/MDS3501-B)/GEMS-0327,1423,1423,315,102
BcObs_CL,13,12,17DHD16//(GEMS-0115/MDS3501-B)/GEMS-0329,1272,1297,269,97
BcObs_CL,13,13,PH09B//(GEMS-0115/MDS3501-B)/GEMS-0329,1369,1423,292,86
BcObs_CL,13,14,LH239//(GEMS-0115/MDS3501-B)/GEMS-0329,1369,1369,320,114
BcObs_CL,13,15,17QFB1//(GEMS-0115/MDS3501-B)/GEMS-0329,1369,1369,305,99
BcObs_CL,13,16,PH0B4//(GEMS-0115/MDS3501-B)/GEMS-0329,1396,1369,302,104
BcObs_CL,13,17,17QFB1//(GEMS-0115/MDS3501-B)/GEMS-0334,1369,1369,284,104
BcObs_CL,13,18,PH0B4//(GEMS-0115/MDS3501-B)/GEMS-0334,1396,1423,310,140
BcObs_CL,14,3,PH3DT//(GEMS-0147/MDS3501-B)/GEMS-0336,1476,1501,269,109
BcObs_CL,14,4,86AQV2//(GEMS-0147/MDS3501-B)/GEMS-0336,1245,1297,272,107
BcObs_CL,14,5,PH3DT//(GEMS-0147/MDS3501-B)/GEMS-0323,1423,1423,279,104
BcObs_CL,14,6,PH1EM//(GEMS-0147/MDS3501-B)/GEMS-0323,1369,1369,295,102
BcObs_CL,14,7,PH25A//(GEMS-0147/MDS3501-B)/GEMS-0323,1369,1396,290,107
BcObs_CL,14,8,PH3DT//(GEMS-0147/MDS3501-B)/GEMS-0323,1423,1449,292,91
BcObs_CL,14,9,3AZA1//(GEMS-0147/MDS3501-B)/GEMS-0323,1297,1272,300,119
BcObs_CL,14,10,PH25A//(GEMS-0115/MDS3501-B)/GEMS-0335,1423,1449,323,130
BcObs_CL,14,11,PH3DT//(GEMS-0115/MDS3501-B)/GEMS-0335,1423,1449,297,112
BcObs_CL,14,12,3AZA1//(GEMS-0115/MDS3501-B)/GEMS-0335,1297,1272,284,107
BcObs_CL,14,13,PH05F//(GEMS-0115/MDS3501-B)/GEMS-0335,1423,1449,310,99
BcObs_CL,14,14,PH38D//(GEMS-0115/MDS3501-B)/GEMS-0335,1396,1423,312,119
BcObs_CL,14,15,22DHQ3//(GEMS-0115/MDS3501-B)/GEMS-0335,1423,1449,330,155
BcObs_CL,14,16,PH05F//(GEMS-0115/MDS3501-B)/GEMS-0334,1423,1423,310,135
BcObs_CL,14,17,22DHQ3//(GEMS-0115/MDS3501-B)/GEMS-0334,1423,1423,328,114
BcObs_CL,14,18,LH310//(GEMS-0115/MDS3501-B)/GEMS-0334,1476,1501,300,127
BcObs_CL,15,3,01DHD10//(GEMS-0147/MDS3501-B)/GEMS-0336,1346,1346,284,97
BcObs_CL,15,4,WDHQ11//(GEMS-0147/MDS3501-B)/GEMS-0336,1322,1346,300,102
BcObs_CL,15,5,87DIA4//(GEMS-0200/MDS3501-B)/GEMS-0322,1346,1346,295,109
BcObs_CL,15,6,01DHD10//(GEMS-0200/MDS3501-B)/GEMS-0322,1396,1423,297,119
BcObs_CL,15,7,WDHQ11//(GEMS-0200/MDS3501-B)/GEMS-0322,1423,1449,302,109
BcObs_CL,15,8,90DJD28//(GEMS-0200/MDS3501-B)/GEMS-0322,1423,1476,312,99
BcObs_CL,15,9,01DIB2//(GEMS-0200/MDS3501-B)/GEMS-0322,1346,1322,292,107
BcObs_CL,15,10,PH080//(GEMS-0200/MDS3501-B)/GEMS-0322,1369,1369,297,112
BcObs_CL,15,11,90DJD28//(GEMS-0200/MDS3501-B)/GEMS-0323,1423,1449,323,127
BcObs_CL,15,12,01DIB2//(GEMS-0200/MDS3501-B)/GEMS-0323,1346,1322,282,119
BcObs_CL,15,13,PH080//(GEMS-0200/MDS3501-B)/GEMS-0323,1369,1369,277,104
BcObs_CL,15,14,MBS3520/MBS8814,1369,1369,345,130
BcObs_CL,15,15,JCR503//(GEMS-0200/MDS3501-B)/GEMS-0323,1527,1527,307,140
BcObs_CL,15,16,17DHD16//(GEMS-0200/MDS3501-B)/GEMS-0323,1396,1369,290,117
BcObs_CL,15,17,PH09B//(GEMS-0200/MDS3501-B)/GEMS-0323,1423,1476,300,119
BcObs_CL,15,18,JCR503//(GEMS-0200/MDS3501-B)/GEMS-0327,1423,1476,302,135
BcObs_CL,16,3,22DHQ3//(GEMS-0200/MDS3501-B)/GEMS-0336,1396,1396,292,114
BcObs_CL,16,4,LH310//(GEMS-0200/MDS3501-B)/GEMS-0336,1449,1476,297,99
BcObs_CL,16,5,PH38D//(GEMS-0200/MDS3501-B)/GEMS-0335,1423,1449,297,112
BcObs_CL,16,6,22DHQ3//(GEMS-0200/MDS3501-B)/GEMS-0335,1423,1396,312,119
BcObs_CL,16,7,W7870,1396,1346,305,112
BcObs_CL,16,8,LH310//(GEMS-0200/MDS3501-B)/GEMS-0335,1527,1527,305,104
BcObs_CL,16,9,PH0B4//(GEMS-0200/MDS3501-B)/GEMS-0335,1449,1449,292,99
BcObs_CL,16,10,17QFB1//(GEMS-0200/MDS3501-B)/GEMS-0335,1423,1449,318,104
BcObs_CL,16,11,LH239//(GEMS-0200/MDS3501-B)/GEMS-0335,1501,1501,310,122
BcObs_CL,16,12,PH0B4//(GEMS-0200/MDS3501-B)/GEMS-0327,1396,1423,307,102
BcObs_CL,16,13,17QFB1//(GEMS-0200/MDS3501-B)/GEMS-0327,1369,1396,279,114
BcObs_CL,16,14,LH239//(GEMS-0200/MDS3501-B)/GEMS-0327,1449,1476,300,119
BcObs_CL,16,15,P1151,1369,1346,307,117
BcObs_CL,16,16,PH09B//(GEMS-0200/MDS3501-B)/GEMS-0327,1423,1423,295,104
BcObs_CL,16,17,17DHD16//(GEMS-0200/MDS3501-B)/GEMS-0327,1423,1423,295,89
BcObs_CL,16,18,5699V2P,1369,1369,297,117
BcObs_CL,17,3,PH38D//(GEMS-0200/MDS3501-B)/GEMS-0336,1369,1396,295,122
BcObs_CL,17,4,PH05F//(GEMS-0200/MDS3501-B)/GEMS-0336,1423,1396,297,117
BcObs_CL,17,5,3AZA1//(GEMS-0200/MDS3501-B)/GEMS-0336,1272,1272,277,122
BcObs_CL,17,6,PH3DT//(GEMS-0200/MDS3501-B)/GEMS-0336,1423,1449,292,109
BcObs_CL,17,7,PH05F//(GEMS-0226/MDS3501-B)/GEMS-0323,1423,1423,290,114
BcObs_CL,17,8,3AZA1//(GEMS-0226/MDS3501-B)/GEMS-0323,1322,1297,282,122
BcObs_CL,17,9,PH3DT//(GEMS-0226/MDS3501-B)/GEMS-0323,1476,1449,300,130
BcObs_CL,17,10,PH25A//(GEMS-0226/MDS3501-B)/GEMS-0323,1396,1396,290,109
BcObs_CL,17,11,86AQV2//(GEMS-0226/MDS3501-B)/GEMS-0323,1272,1219,269,109
BcObs_CL,17,12,PH1EM//(GEMS-0226/MDS3501-B)/GEMS-0323,1423,1396,302,114
BcObs_CL,17,13,PH25A//(GEMS-0226/MDS3501-B)/GEMS-0324,1423,1423,318,114
BcObs_CL,17,14,5379D2,1346,1346,315,117
BcObs_CL,17,15,86AQV2//(GEMS-0226/MDS3501-B)/GEMS-0324,1245,1192,269,109
BcObs_CL,17,16,PH1EM//(GEMS-0226/MDS3501-B)/GEMS-0324,1423,1449,312,127
BcObs_CL,17,17,PH3DT//(GEMS-0226/MDS3501-B)/GEMS-0324,1449,1423,284,112
BcObs_CL,17,18,01DHD10//(GEMS-0226/MDS3501-B)/GEMS-0324,1396,1396,290,107
BcObs_CL,18,3,PH1GD//01HGI4/Hopi Blue,1297,1297,269,89
BcObs_CL,18,4,LH287//01HGI4/Arizona 064,1346,1346,287,89
BcObs_CL,18,5,LH277//01HGI4/Arizona 064,1322,1322,290,112
BcObs_CL,18,6,P0589,1322,1297,297,114
BcObs_CL,18,7,LH254//01HGI4/Arizona 064,1369,1369,312,117
BcObs_CL,18,8,94INK1A//01HGI4/Arizona 064,1322,1297,307,127
BcObs_CL,18,9,91ISI5//01HGI4/Arizona 064,1272,1245,295,119
BcObs_CL,18,10,91INH2//01HGI4/Arizona 064,1322,1322,305,124
BcObs_CL,18,11,90LDC2//01HGI4/Arizona 064,1322,1369,305,89
BcObs_CL,18,12,90LCL6//01HGI4/Arizona 064,1322,1322,302,104
BcObs_CL,18,13,01DIB2//(GEMS-0226/MDS3501-B)/GEMS-0336,1322,1272,277,102
BcObs_CL,18,14,90DJD28//(GEMS-0226/MDS3501-B)/GEMS-0336,1423,1449,315,127
BcObs_CL,18,15,WDHQ11//(GEMS-0226/MDS3501-B)/GEMS-0336,1369,1369,302,119
BcObs_CL,18,16,01DHD10//(GEMS-0226/MDS3501-B)/GEMS-0336,1396,1396,305,112
BcObs_CL,18,17,87DIA4//(GEMS-0226/MDS3501-B)/GEMS-0336,1322,1322,282,130
BcObs_CL,18,18,PH3DT//(GEMS-0226/MDS3501-B)/GEMS-0336,1501,1449,292,124
BcObs_CL,19,3,PH24E//01HGI4/Hopi Blue,1322,1369,287,107
BcObs_CL,19,4,PH50P//01HGI4/Hopi Blue,1297,1369,267,104
BcObs_CL,19,5,PH51H//01HGI4/Hopi Blue,1272,1272,292,97
BcObs_CL,19,6,01HGI2//01HGI4/Hopi Blue,1322,1346,259,112
BcObs_CL,19,7,01HGI4//01HGI4/Hopi Blue,1346,1396,272,94
BcObs_CL,19,8,01INL1//01HGI4/Hopi Blue,1346,1346,279,119
BcObs_CL,19,9,17INI20//01HGI4/Hopi White,1346,1346,279,112
BcObs_CL,19,10,17INI30//01HGI4/Hopi White,1322,1322,272,112
BcObs_CL,19,11,4IBZ1A//01HGI4/Hopi White,1322,1322,292,86
BcObs_CL,19,12,70LDL5//01HGI4/Hopi White,1346,1369,284,104
BcObs_CL,19,13,86ISI5//01HGI4/Hopi White,1219,1245,254,94
BcObs_CL,19,14,W6820,1322,1322,292,109
BcObs_CL,19,15,90LCL6//01HGI4/Hopi White,1322,1322,300,112
BcObs_CL,19,16,90LDC2//01HGI4/Hopi White,1369,1369,284,99
BcObs_CL,19,17,91INH2//01HGI4/Hopi White,1346,1369,274,124
BcObs_CL,19,18,01HGI2//01HGI4/Pueblo Blue,1396,1396,282,122
BcObs_CL,20,3,4IBZ1A//01INL1/Arizona 064,1369,1396,282,97
BcObs_CL,20,4,17INI30//01INL1/Arizona 064,1297,1297,282,97
BcObs_CL,20,5,17INI20//01INL1/Arizona 064,1346,1369,295,91
BcObs_CL,20,6,MBS3640GT/MBS8731,1322,1297,318,107
BcObs_CL,20,7,01INL1//01INL1/Arizona 064,1346,1369,277,81
BcObs_CL,20,8,01HGI4//01INL1/Arizona 064,1369,1396,290,107
BcObs_CL,20,9,01HGI2//01INL1/Arizona 064,1346,1369,315,117
BcObs_CL,20,10,PH51H//01INL1/Arizona 064,1297,1322,279,104
BcObs_CL,20,11,PH50P//01INL1/Arizona 064,1272,1272,290,99
BcObs_CL,20,12,86ISI5//01HGI4/Pueblo Blue,1219,1245,257,94
BcObs_CL,20,13,70LDL5//01HGI4/Pueblo Blue,1346,1346,302,99
BcObs_CL,20,14,4IBZ1A//01HGI4/Pueblo Blue,1322,1322,310,86
BcObs_CL,20,15,17INI30//01HGI4/Pueblo Blue,1346,1322,292,114
BcObs_CL,20,16,17INI20//01HGI4/Pueblo Blue,1346,1346,269,104
BcObs_CL,20,17,01INL1//01HGI4/Pueblo Blue,1369,1369,264,86
BcObs_CL,20,18,01HGI4//01HGI4/Pueblo Blue,1396,1449,262,117
BcObs_CL,21,3,70LDL5//01INL1/Arizona Arid,1396,1449,312,127
BcObs_CL,21,4,86ISI5//01INL1/Arizona Arid,1272,1272,290,124
BcObs_CL,21,5,90LCL6//01INL1/Arizona Arid,1346,1346,269,81
BcObs_CL,21,6,90LDC2//01INL1/Arizona Arid,1369,1396,307,112
BcObs_CL,21,7,91INH2//01INL1/Arizona Arid,1322,1322,272,76
BcObs_CL,21,8,91ISI5//01INL1/Arizona Arid,1322,1297,302,114
BcObs_CL,21,9,94INK1A//01INL1/Arizona Arid,1369,1346,323,135
BcObs_CL,21,10,LH254//01INL1/Arizona Arid,1423,1423,310,119
BcObs_CL,21,11,91ISI5//01INL1/Hopi White,1245,1219,295,97
BcObs_CL,21,12,94INK1A//01INL1/Hopi White,1272,1272,279,107
BcObs_CL,21,13,LH254//01INL1/Hopi White,1322,1346,272,104
BcObs_CL,21,14,LH277//01INL1/Hopi White,1272,1297,269,102
BcObs_CL,21,15,LH287//01INL1/Hopi White,1272,1297,269,91
BcObs_CL,21,16,PH1GD//01INL1/Hopi White,1245,1272,267,99
BcObs_CL,21,17,PH24E//01INL1/Hopi White,1322,1369,267,94
BcObs_CL,21,18,PH3HH//01INL1/Hopi White,1396,1423,277,104
BcObs_CL,22,3,PH1GD//17INI20/Arizona Arid,1322,1322,305,160
BcObs_CL,22,4,LH287//17INI20/Arizona Arid,1346,1322,315,99
BcObs_CL,22,5,LH277//17INI20/Arizona Arid,1322,1322,259,107
BcObs_CL,22,6,LH254//17INI20/Arizona Arid,1369,1369,333,132
BcObs_CL,22,7,94INK1A//17INI20/Arizona Arid,1396,1449,277,84
BcObs_CL,22,8,91ISI5//17INI20/Arizona Arid,1322,1297,305,119
BcObs_CL,22,9,91INH2//17INI20/Arizona Arid,1369,1396,312,140
BcObs_CL,22,10,6469V2P,1476,1423,315,112
BcObs_CL,22,11,90LDC2//17INI20/Arizona Arid,1396,1423,328,137
BcObs_CL,22,12,01HGI2//01INL1/Pueblo Blue,1369,1396,244,84
BcObs_CL,22,13,PH51H//01INL1/Pueblo Blue,1245,1245,251,104
BcObs_CL,22,14,PH50P//01INL1/Pueblo Blue,1272,1272,279,104
BcObs_CL,22,15,PH24E//01INL1/Pueblo Blue,1297,1297,290,114
BcObs_CL,22,16,PH1GD//01INL1/Pueblo Blue,1245,1297,290,122
BcObs_CL,22,17,LH287//01INL1/Pueblo Blue,1346,1346,277,97
BcObs_CL,22,18,LH277//01INL1/Pueblo Blue,1322,1369,279,124
BcObs_CL,23,3,PH24E//17INI20/Hopi Blue,1346,1423,284,117
BcObs_CL,23,4,PH50P//17INI20/Hopi Blue,1245,1272,290,117
BcObs_CL,23,5,PH51H//17INI20/Hopi Blue,1297,1297,274,104
BcObs_CL,23,6,01HGI2//17INI20/Hopi Blue,1322,1297,274,94
BcObs_CL,23,7,01HGI4//17INI20/Hopi Blue,1369,1369,292,99
BcObs_CL,23,8,01INL1//17INI20/Hopi Blue,1346,1369,307,104
BcObs_CL,23,9,17INI20//17INI20/Hopi Blue,1272,1297,249,102
BcObs_CL,23,10,17INI30//17INI20/Hopi White,1322,1346,246,81
BcObs_CL,23,11,4IBZ1A//17INI20/Hopi White,1322,1322,279,84
BcObs_CL,23,12,70LDL5//17INI20/Hopi White,1322,1346,272,94
BcObs_CL,23,13,86ISI5//17INI20/Hopi White,1219,1192,262,124
BcObs_CL,23,14,90LCL6//17INI20/Hopi White,1272,1297,282,117
BcObs_CL,23,15,W5510,1346,1322,295,99
BcObs_CL,23,16,90LDC2//17INI20/Hopi White,1346,1396,284,86
BcObs_CL,23,17,91INH2//17INI20/Hopi White,1346,1369,249,94
BcObs_CL,23,18,91ISI5//17INI20/Hopi White,1272,1219,244,81
BcObs_CL,24,3,LH277//PH24E/Arizona 064,1322,1346,284,124
BcObs_CL,24,4,LH254//PH24E/Arizona 064,1423,1423,335,135
BcObs_CL,24,5,94INK1A//PH24E/Arizona 064,1297,1322,302,112
BcObs_CL,24,6,91ISI5//PH24E/Arizona 064,1272,1272,307,91
BcObs_CL,24,7,91INH2//PH24E/Arizona 064,1297,1272,290,114
BcObs_CL,24,8,90LDC2//PH24E/Arizona 064,1369,1396,325,140
BcObs_CL,24,9,90LCL6//PH24E/Arizona 064,1322,1346,323,117
BcObs_CL,24,10,86ISI5//PH24E/Arizona 064,1297,1322,282,97
BcObs_CL,24,11,90LCL6//17INI20/Pueblo Blue,1322,1346,284,104
BcObs_CL,24,12,86ISI5//17INI20/Pueblo Blue,1219,1272,262,102
BcObs_CL,24,13,70LDL5//17INI20/Pueblo Blue,1369,1346,279,107
BcObs_CL,24,14,4IBZ1A//17INI20/Pueblo Blue,1322,1322,295,91
BcObs_CL,24,15,17INI30//17INI20/Pueblo Blue,1346,1369,246,86
BcObs_CL,24,16,17INI20//17INI20/Pueblo Blue,1369,1396,246,79
BcObs_CL,24,17,01INL1//17INI20/Pueblo Blue,1346,1396,279,104
BcObs_CL,24,18,01HGI4//17INI20/Pueblo Blue,1369,1396,290,124
BcObs_CL,25,3,PH51H//PH24E/Arizona Arid,1369,1396,292,102
BcObs_CL,25,4,01HGI2//PH24E/Arizona Arid,1423,1396,328,137
BcObs_CL,25,5,01HGI4//PH24E/Arizona Arid,1396,1396,312,124
BcObs_CL,25,6,01INL1//PH24E/Arizona Arid,1396,1449,302,112
BcObs_CL,25,7,17INI20//PH24E/Arizona Arid,1423,1423,310,147
BcObs_CL,25,8,17INI30//PH24E/Arizona Arid,1423,1423,305,140
BcObs_CL,25,9,4IBZ1A//PH24E/Arizona Arid,1369,1396,333,135
BcObs_CL,25,10,70LDL5//PH24E/Arizona Arid,1423,1449,300,114
BcObs_CL,25,11,94INK1A//PH24E/Hopi Blue,1346,1346,310,117
BcObs_CL,25,12,LH254//PH24E/Hopi Blue,1322,1346,310,140
BcObs_CL,25,13,LH277//PH24E/Hopi Blue,1272,1297,290,124
BcObs_CL,25,14,LH287//PH24E/Hopi Blue,1272,1322,277,109
BcObs_CL,25,15,PH1GD//PH24E/Hopi Blue,1272,1297,282,107
BcObs_CL,25,16,PH24E//PH24E/Hopi Blue,1272,1322,282,135
BcObs_CL,25,17,PH3HH//PH24E/Hopi Blue,1346,1396,292,91
BcObs_CL,25,18,PH50P//PH24E/Hopi Blue,1297,1322,323,150
BcObs_CL,26,3,70LDL5//PH3HH/Arizona 064,1423,1476,320,124
BcObs_CL,26,4,17INI20//PH3HH/Arizona 064,1346,1369,312,94
BcObs_CL,26,5,01INL1//PH3HH/Arizona 064,1346,1396,307,102
BcObs_CL,26,6,01HGI4//PH3HH/Arizona 064,1396,1396,300,127
BcObs_CL,26,7,PH51H//PH3HH/Arizona 064,1297,1346,290,94
BcObs_CL,26,8,PH50P//PH3HH/Arizona 064,1369,1396,312,119
BcObs_CL,26,9,MBS3520/MBS5411,1396,1369,333,132
BcObs_CL,26,10,PH3HH//PH3HH/Arizona 064,1527,1586,300,109
BcObs_CL,26,11,01HGI4//PH24E/Hopi White,1346,1396,297,127
BcObs_CL,26,12,01HGI2//PH24E/Hopi White,1297,1297,249,107
BcObs_CL,26,13,PH51H//PH24E/Hopi White,1272,1297,262,91
BcObs_CL,26,14,PH50P//PH24E/Hopi White,1272,1322,274,104
BcObs_CL,26,15,PH3HH//PH24E/Hopi White,1322,1346,269,99
BcObs_CL,26,16,PH24E//PH24E/Hopi White,1346,1396,272,102
BcObs_CL,26,17,PH1GD//PH24E/Hopi White,1297,1322,292,119
BcObs_CL,26,18,LH287//PH24E/Hopi White,1346,1346,300,112
BcObs_CL,27,3,90LDC2//PH3HH/Arizona 064,1346,1396,310,109
BcObs_CL,27,4,01INL1//PH3HH/Arizona Arid,1369,1423,310,107
BcObs_CL,27,5,17INI20//PH3HH/Arizona Arid,1369,1369,323,114
BcObs_CL,27,6,17INI30//PH3HH/Arizona Arid,1396,1423,315,119
BcObs_CL,27,7,4IBZ1A//PH3HH/Arizona Arid,1369,1369,315,104
BcObs_CL,27,8,70LDL5//PH3HH/Arizona Arid,1501,1552,320,155
BcObs_CL,27,9,86ISI5//PH3HH/Arizona Arid,1322,1369,318,119
BcObs_CL,27,10,90LCL6//PH3HH/Arizona Arid,1396,1396,307,127
BcObs_CL,27,11,90LDC2//PH3HH/Arizona Arid,1423,1476,328,127
BcObs_CL,27,12,91ISI5//PH3HH/Hopi Blue,1297,1272,302,114
BcObs_CL,27,13,W4240,1297,1297,287,102
BcObs_CL,27,14,LH254//PH3HH/Hopi Blue,1369,1396,315,124
BcObs_CL,27,15,LH287//PH3HH/Hopi Blue,1322,1346,284,127
BcObs_CL,27,16,PH1GD//PH3HH/Hopi Blue,1297,1322,312,140
BcObs_CL,27,17,PH24E//PH3HH/Hopi Blue,1346,1423,300,109
BcObs_CL,27,18,PH3HH//PH3HH/Hopi Blue,1449,1476,290,119
BcObs_CL,28,3,01DHD10//(GEMS-0226/MDS3501-B)/GEMS-0336,1396,1449,290,119
BcObs_CL,28,4,01DHD10//(GEMS-0226/MDS3501-B)/GEMS-0324,1396,1449,287,109
BcObs_CL,28,5,01DHD10//(GEMS-0200/MDS3501-B)/GEMS-0322,1396,1396,292,97
BcObs_CL,28,6,01DHD10//(GEMS-0147/MDS3501-B)/GEMS-0336,1322,1346,284,102
BcObs_CL,28,7,01DHD10//(GEMS-0115/MDS3501-B)/GEMS-0323,1396,1396,284,109
BcObs_CL,28,8,PH24E//PH3HH/Pueblo Blue,1396,1449,295,112
BcObs_CL,28,9,PH1GD//PH3HH/Pueblo Blue,1297,1297,272,102
BcObs_CL,28,10,LH287//PH3HH/Pueblo Blue,1346,1346,292,89
BcObs_CL,28,11,LH277//PH3HH/Pueblo Blue,1297,1346,287,122
BcObs_CL,28,12,LH254//PH3HH/Pueblo Blue,1423,1449,328,117
BcObs_CL,28,13,94INK1A//PH3HH/Pueblo Blue,1322,1322,302,114
BcObs_CL,28,14,91ISI5//PH3HH/Pueblo Blue,1272,1272,297,104
BcObs_CL,28,15,91INH2//PH3HH/Pueblo Blue,1346,1369,282,94
BcObs_CL,28,16,PH51H//PH3HH/Hopi Blue,1322,1346,282,119
BcObs_CL,28,17,PH50P//PH3HH/Hopi Blue,1272,1346,274,104
BcObs_CL,28,18,MBS3628/MBS9530,1322,1346,310,119
BcObs_CL,29,3,01DIB2//(GEMS-0115/MDS3501-B)/GEMS-0323,1369,1346,282,119
BcObs_CL,29,4,01DIB2//(GEMS-0115/MDS3501-B)/GEMS-0327,1346,1322,277,99
BcObs_CL,29,5,01DIB2//(GEMS-0200/MDS3501-B)/GEMS-0322,1346,1346,295,107
